Customer_ID,Subscription_ID,Date_Purchased,Subscription_Type,Subscription_Period,Region,Price,Payment_Type
aea43ab9-5379-4105-9dff-e7bd2b0eb64e,34cd727d-506c-4b97-8317-7a9669489c42,2022-12-06,No Ads,Annual,West,149.99,PayPal
d0d65e9a-6a6f-449d-82d8-6fdcf70c48d8,18dcdf39-ecf6-496b-ae68-4d6ebe7f5bad,2022-01-14,Live TV,Annual,West,149.99,PayPal
f47d2b26-b85f-4a70-bec8-ee67bd8b43dc,09f94773-e59b-4e6e-8750-470a156e6768,2023-10-28,Basic,Annual,Northeast,79.99,PayPal
3f95a3e6-2ea1-4802-b165-929952de8f59,4932362b-d949-4202-88c6-c59e2552f0d0,2023-12-17,Basic,Annual,Northeast,79.99,PayPal
092b6571-fb16-4994-a920-be3c33a68c5a,3becd50f-9779-48fe-b603-94f8a658da07,2022-01-23,No Ads,Annual,Northeast,149.99,PayPal
3f91ce25-0e50-4447-a1f8-a671556b3362,3a03fc12-af12-4997-ab22-eb5ef369fea3,2023-07-11,Basic,Annual,South,79.99,Credit Card
521564da-b063-4934-b0db-e83fb7fe252f,fc3cb4b3-cdc6-4725-8520-583b7dc93ae4,2022-04-25,Live TV,Annual,Midwest,149.99,Credit Card
a746bd31-6d8c-494e-842c-db1d6970e21d,a0bff4af-5cfc-40a9-bf10-d4242e88ae38,2023-01-22,Basic,Monthly,South,76.99,PayPal
693a1d66-0825-48e1-88a3-c06a67c659aa,95a77cd4-4da2-4881-9a58-1e07f651fd3c,2022-10-28,No Ads,Annual,South,149.99,Bank Transfer
e03cfcae-b6b5-416e-92da-6591c711a040,c729d15c-a3cc-4ea4-8fd8-1a2b884e93e6,2022-03-26,Basic,Annual,South,79.99,Credit Card
b6895025-762c-44da-902a-20266721a9e1,645e8b6b-9117-473e-9cfd-338f0f7cd576,2022-12-16,No Ads,Monthly,West,14.99,PayPal
7b28806c-9260-4421-8d4d-95faadf7661e,6ff58f6f-e96c-4f05-8d84-5e85e4887fcb,2022-10-21,No Ads,Annual,West,149.99,Credit Card
5a936975-25fa-4def-9026-f3f1db2d3392,8ff92179-e2d8-4907-bac4-4400c659b30a,2023-03-16,No Ads,Annual,West,149.99,Bank Transfer
a91ce288-1ecd-4d3a-9813-ba74fd6d7e9f,48db4960-bddd-4e8f-8eed-ff0483e0ed8f,2023-01-15,Basic,Annual,West,79.99,PayPal
320fa0c6-3935-4850-9f3f-5e90e3d1aef6,641361d2-ac28-4626-b1da-e46386891d03,2023-03-02,Basic,Annual,South,79.99,PayPal
26749c12-3cef-4395-abcf-b2537861bd67,1be55cdc-4265-4416-8da7-a77ebdf87351,2023-07-25,No Ads,Annual,Northeast,79.99,PayPal
da477d91-89c7-48ad-be52-f5f3507e53fe,8be037cd-9f29-4342-a43b-2f72359b8152,2022-10-04,Live TV,Monthly,South,76.99,PayPal
9af1a021-38b4-4399-ab24-99f55b33ac2e,d4730a7f-eec1-4e50-abc2-03717fd7161f,2022-01-02,No Ads,Annual,Northeast,149.99,Bank Transfer
9eeec82d-970c-43a3-b045-6671f71218ee,8dbf59b5-1ec8-4b7b-82e7-44938d315a48,2023-06-20,No Ads,Annual,Northeast,149.99,Credit Card
3652b488-6f77-4f33-a8ef-ddfc65f18c70,afa7467f-5758-4b84-a561-0c85c5b6df14,2022-03-27,Basic,Annual,South,79.99,Bank Transfer
359f3a32-8d15-44c9-9a26-cf792aed4019,39015a7f-35d8-4670-a43d-2e2b84ca0218,2023-01-29,No Ads,Monthly,Northeast,14.99,Credit Card
b61f1aa4-4143-45c5-aa67-18d0c5c5e8d2,c852c818-0630-4665-b71c-675dd391d5e5,2022-02-08,No Ads,Annual,South,149.99,Bank Transfer
6c9cdab6-c4ae-4669-983b-8f315e7c8fc2,18814423-1a9d-4326-afc9-21f681eaa24b,2023-06-02,Basic,Monthly,Northeast,7.99,PayPal
23757861-7a08-4918-9aad-3d5ac5b77ec6,4ef8c937-2749-4c0e-8608-3144b6b17a5a,2023-11-07,Live TV,Annual,Midwest,79.99,Credit Card
2769d1c1-63fa-4cb7-a9d6-ff3fcd03c226,51e82502-2fd2-42a7-8881-30aeffe7e2f7,2023-08-12,No Ads,Annual,West,149.99,PayPal
d39cc24d-9165-49f3-9f29-83ce110e3753,c0d85971-c6e6-4e2e-ba98-9880e5a47461,2023-06-30,No Ads,Annual,Northeast,79.99,Bank Transfer
5a3b6f81-33e5-4699-b34f-600ed9c391cc,ef046899-008d-488d-8c57-7d3a5d6c2efe,2022-09-23,No Ads,Annual,Northeast,79.99,Credit Card
1bfeb1dc-b910-4334-8a4e-bfa539ab1c00,3cdf86c7-b8b0-4e37-aa5a-e01023710470,2023-02-20,No Ads,Annual,West,149.99,Bank Transfer
12aecdc5-cee2-4185-927c-2a8cbffdd95c,9ddd9940-a906-4272-be96-b47c806c3e39,2023-05-10,No Ads,Annual,South,149.99,Bank Transfer
5e576f94-324f-4ff1-86f8-fee5b34c964a,fdbe0afe-8feb-4050-b9d4-6493805ff326,2023-12-09,No Ads,Annual,Midwest,149.99,Bank Transfer
70cd83d2-f1a6-43d7-92b3-639fcb4a0910,dd86003d-b99b-473d-9204-0d12fe54ce6c,2023-11-29,No Ads,Monthly,Northeast,76.99,Bank Transfer
dbffea46-3d85-48bf-a359-863a8ab27a40,47e3f830-0c14-4737-bcdd-40ab172dc8fa,2022-02-07,Basic,Annual,West,149.99,PayPal
fb3b1a2a-b667-471b-a33d-5ce339d1b3f3,659930d1-561e-45fd-bd86-d3764493d14f,2023-09-14,Basic,Annual,Northeast,149.99,Bank Transfer
22e0dbd7-2af1-4f50-ba81-74cf443ace7b,79c86951-a01c-4cf5-bf62-295cbe0c20c7,2023-07-12,No Ads,Monthly,South,14.99,Bank Transfer
7ddd9803-78dd-4e65-83e5-3f31046bfae0,20d5ca0d-6358-4959-afad-9a5c7875f0d5,2022-11-06,Basic,Monthly,South,14.99,Credit Card
bbe05737-11e5-4bc7-8e70-f21e91031d30,f870d074-f9d8-4363-8f6b-ec77b1d32f62,2023-03-23,Basic,Annual,West,79.99,Credit Card
848c259f-69c4-468a-9aad-ec27d98de0bc,58c9e1ff-e8e0-468b-a583-281c8aa56555,2023-01-29,No Ads,Annual,West,79.99,Credit Card
9e824851-7c73-4fa3-ba9f-e4a92075bf0f,19c35710-c3af-4825-a098-b83826adc63b,2022-04-06,No Ads,Annual,South,149.99,Credit Card
a802d843-6b84-4a33-a46e-2d23c0e63783,b20e6f18-f94b-48d8-a1f6-4796cad98c74,2022-02-19,No Ads,Annual,South,149.99,Credit Card
25c2b8f4-0a41-4083-94cb-84db3e249270,30093a4f-26d5-42ea-b997-da2124e80d21,2022-12-29,No Ads,Monthly,South,7.99,PayPal
19948904-6ed7-4d55-a9c8-81fbbda7bc22,a34de3a7-f3fb-43e9-be0d-1acbbda42513,2023-12-02,No Ads,Annual,Northeast,149.99,Bank Transfer
a58d61e0-2c66-4173-9714-c59ce71ed014,9100054c-219b-4802-9064-098e285a5d4b,2023-04-01,No Ads,Annual,Northeast,149.99,Credit Card
e1b1b884-6652-4931-8f86-599de34c0523,6a520a7a-4535-4a89-b238-75a4b3bf1e71,2023-05-06,No Ads,Annual,South,149.99,PayPal
660bc4b8-7092-44ef-b28e-284933fd4693,6a3a976e-82b4-4e33-b8f4-9ae173e8e42c,2023-09-27,Live TV,Monthly,Midwest,76.99,PayPal
b794f1fc-4a9a-4f3f-96d4-6a74796b568b,ff8bf0ce-0823-499d-9645-d8f824b4c6ac,2023-09-14,Basic,Annual,West,79.99,Credit Card
71503134-e30f-4116-8937-7ca8414a4b36,5efd10ac-65bf-4af7-bee6-831c4e299d8e,2022-12-13,No Ads,Monthly,West,14.99,PayPal
81768c69-1cae-49aa-ab2a-f970a7d4a6b2,744c496f-9c8e-4103-b759-e7cf62694208,2022-09-24,Live TV,Monthly,Northeast,76.99,Credit Card
0dd3d3b7-f6a9-46a4-ba6d-744cb14df228,a33e01a4-c437-426a-9e55-e8b719f3b09a,2022-11-25,Live TV,Monthly,Northeast,76.99,Bank Transfer
172ee36a-bef5-42ff-b690-89da7b342675,c61d7661-bbaa-4f16-b2e9-2f3576d1cf62,2022-06-11,Basic,Annual,South,149.99,PayPal
0f1648ae-1bba-43db-ac9a-0b0505460790,1981543c-cffe-42a2-8478-94ac31751908,2022-10-18,No Ads,Annual,South,149.99,PayPal
bb4fb64c-1e83-46f8-86b7-8a2446ff6fe5,af140d98-42b0-45ac-8cf7-b2e096cfe4a6,2023-02-19,No Ads,Monthly,Midwest,76.99,PayPal
3c607792-289f-4008-a5da-c4100ce88ceb,4fd3ece1-e414-4648-8b4e-9d7d31126a54,2022-10-13,Live TV,Annual,South,79.99,Bank Transfer
17ac1d8f-cfc5-41b7-9724-0118d3bb06e1,007be7c4-2f82-4027-b0d3-5466f46aa4da,2022-04-10,No Ads,Annual,West,149.99,Credit Card
651c7d07-c7b0-405d-a619-77ed9817c1de,2c266384-9e50-457a-990f-6a79bf75bddf,2023-03-19,Live TV,Monthly,South,76.99,Credit Card
84e4052b-66c4-41c7-9f38-10c489db58a2,4364c595-ca28-414f-ac4b-fbc40682e5f6,2023-03-16,No Ads,Annual,Northeast,149.99,PayPal
cc18a3e0-6eba-4ff9-83ee-0fc28d84b16f,1a53154f-f678-4922-aefe-7ef68cbaeff3,2023-04-28,Basic,Annual,Midwest,79.99,PayPal
14d35136-2405-4b94-b405-e120f1078ec2,565f0586-e54f-4bd7-985e-5e146f7f285b,2023-06-07,No Ads,Monthly,South,76.99,Credit Card
77ab7cc2-531e-4713-af13-6d131be16bbb,89be1c2f-b74e-4196-993d-4621f48214c9,2022-11-12,Live TV,Annual,Northeast,149.99,Bank Transfer
b62da9db-587b-4451-97cc-ac066e0cc0ad,a8df114f-7415-4f28-9a5b-11076bc37516,2023-07-14,No Ads,Annual,West,149.99,Credit Card
9f354eff-3b1b-4ccf-b253-45567ce1d844,a0227b66-9767-4399-a49d-bd4c57f62806,2023-04-14,No Ads,Monthly,Northeast,76.99,PayPal
1e023c48-26a1-4710-986f-c8abd23bc9aa,9554a1fe-3ea7-43c9-93e8-0e3b3f28ee52,2023-02-23,No Ads,Annual,South,149.99,Credit Card
9d8d4569-ec74-4749-b0cb-20acae890c4d,6b01d8e8-d263-458f-9a80-87df9eb84220,2023-09-24,No Ads,Monthly,Northeast,7.99,Bank Transfer
a46969bd-6323-40da-b8c7-2eceeff197fd,81d2fc3e-6869-4e70-a783-1d3d098d785c,2022-02-20,Live TV,Annual,Midwest,149.99,PayPal
13671fa4-5892-4ea8-ac7b-2843a32f3f0f,d3cebca1-c570-4895-9c18-5305e92a6f7a,2022-12-22,Basic,Monthly,West,14.99,Credit Card
50b33252-efbe-4a9f-9a14-49b832c121f5,d2896016-7c38-47b2-858a-ba8779c967b0,2023-05-28,No Ads,Annual,West,79.99,PayPal
c07fbe4c-0ff1-4c23-a036-af3c33297472,0647a577-59c3-4db1-b2bd-f0cb449e1117,2022-09-01,Basic,Monthly,Northeast,7.99,Bank Transfer
482ddc28-a750-4e8c-909f-8fb78c52b095,5a595f44-2d4b-4fae-a83a-3df98403575a,2022-04-26,Basic,Annual,South,79.99,Credit Card
178f6977-b729-479e-8bd4-e0fdf12e7a59,a3cd206c-b312-4ced-8bff-284bcd492ea4,2023-07-25,No Ads,Annual,West,149.99,PayPal
cb381996-22b6-4bb7-a280-f1aaf960d137,5f64373f-6ec1-46d3-b258-b4e55cd4286e,2023-02-09,Basic,Annual,South,149.99,Credit Card
2db0399d-179a-46d7-add4-640e56e15a6c,842bc9d0-8d21-455b-b230-72199b57be84,2023-10-02,No Ads,Annual,South,149.99,Bank Transfer
568e1b57-1166-4666-a081-9fa3af00fdee,a656f637-e5ee-4fd0-92d4-c96f460a55a2,2023-07-16,No Ads,Annual,West,149.99,PayPal
ee1ad985-0b8e-4bc4-80ec-95051875734d,f1e8a4a0-f3a5-484e-b8d8-cdb5f0aa3d95,2022-05-21,Basic,Annual,Midwest,79.99,PayPal
fa75be46-85e5-40cc-90d7-3f61d66235f9,5e164e05-2f19-4fda-91d6-cd21ab12f4d2,2022-08-03,Live TV,Annual,Midwest,79.99,Bank Transfer
2bb88275-5d85-4ea2-92f1-dd9185084881,5382ddd5-cc3c-426f-8d4c-4f1b0b398bac,2023-12-17,Basic,Annual,Northeast,79.99,Credit Card
8744a4ec-ee1e-4388-b6d4-9f7e3c43e4e5,c72a9bd3-e196-40da-890e-140aa3867403,2022-09-12,Basic,Monthly,Northeast,76.99,Credit Card
5893904e-ba68-4d8c-8b39-5d6b883d9bbb,d062f324-ef38-431e-81e5-2b389acf662e,2022-11-08,No Ads,Monthly,South,14.99,PayPal
31ef45fe-cea4-4a13-b1c2-efc2c2c852b9,5eb83aa2-d9fd-4810-b0df-73f3696362f5,2023-01-14,Basic,Monthly,South,76.99,Credit Card
6c2b41ff-32dc-462e-93b2-6699c9f12ac7,1791a446-4e5b-4af3-920a-2e9d1d463758,2022-05-05,Basic,Monthly,Northeast,7.99,Bank Transfer
0eef3389-2368-4ee0-9f5d-f5a294bc3565,c8e9e005-59fa-4b7e-8f8d-5ab83ab72ae8,2023-06-23,No Ads,Monthly,Northeast,14.99,Bank Transfer
1685d2e9-f27a-46a0-b1aa-e9927ca6092a,09d7682a-83dc-4012-b9f9-29283930f12b,2022-04-19,Live TV,Monthly,South,76.99,Bank Transfer
0c3f2236-b2da-4de7-bef8-50f8e5442817,bf91bb00-652d-45d6-b1e1-57dee3a23969,2023-12-13,Basic,Annual,Northeast,79.99,PayPal
7c66e111-376c-465b-a2d3-8e3449aed813,fd159a20-3f18-4250-a89b-a21537cc387f,2023-01-14,Live TV,Annual,South,149.99,Credit Card
f98ab815-b02b-4187-a413-e1cbd3510a55,c1587844-0e89-4e99-9188-9e7b0c233959,2022-07-21,No Ads,Monthly,West,14.99,PayPal
3b458fcb-ed21-4344-99f5-1e233ff59238,5a73dd59-0684-43a2-a1f6-9c10520da01f,2023-03-29,No Ads,Annual,South,149.99,Bank Transfer
d1e6abe5-2ade-4b68-b801-e33b4f17febe,5299c54a-dd8f-41bb-bed2-4e102deadfd3,2022-12-05,Live TV,Annual,Northeast,149.99,Bank Transfer
a9707059-61a1-4794-a635-4d9c934dbbcd,676c99bb-2bd2-4c57-a8aa-de2fbd9819c9,2022-05-07,Live TV,Annual,South,79.99,PayPal
37e3e3a6-bafd-472e-bca4-7ab24744bab8,39ea2dfa-cd04-4ad8-b519-72a980fe2e32,2022-07-26,Live TV,Annual,Northeast,149.99,Bank Transfer
8f4c095c-259a-4885-ae57-37a6b90da164,2782b966-3fec-4cae-9fdc-23caf53d7383,2023-03-13,No Ads,Annual,Northeast,149.99,PayPal
07ed4880-960b-43c6-89e4-1622b0c9bf77,5a525b6f-1dff-462f-acef-6873cd7792d0,2022-05-03,No Ads,Annual,West,79.99,Credit Card
14305d3d-df28-4749-a9c1-e9cf4c5553f9,019ca315-8c26-40a4-86f0-8150363bd3b2,2023-08-16,No Ads,Monthly,South,14.99,Credit Card
d2220284-23d3-4bb5-a1c0-ea098ec40053,4bfa098a-0264-4eaf-b2c7-987ccac3acee,2023-12-03,No Ads,Annual,South,149.99,Credit Card
6f870109-ff53-401e-9ada-6aa93a3e9861,da6d31ed-5e2d-4faa-bb27-52f3998bee04,2023-06-26,No Ads,Annual,West,149.99,Bank Transfer
93ec2bb3-93f1-4454-87a3-3d7e000811f3,7d5570a4-e3ae-4104-bcdc-7e4b0391a648,2023-10-10,No Ads,Annual,South,149.99,Bank Transfer
fbd6398b-3995-4a27-b381-bd6c5eaf1aa2,993d0caf-424a-4e1c-bbb8-84a753dc830e,2023-11-26,Live TV,Annual,Northeast,149.99,Bank Transfer
eab2e384-6451-4ac9-8a66-9ce9dd922f46,03950284-72f5-4c5a-ac32-09bbff9fbd25,2023-03-05,No Ads,Monthly,South,14.99,Credit Card
5715727d-c2a1-404a-908d-b02700bfb14c,67ffa015-a856-4acc-bb6f-38026afcf99c,2023-06-26,Basic,Annual,South,79.99,Bank Transfer
181dc402-cb1e-47b7-a715-251b64829645,ee82a953-4cc5-4d6c-808a-4af7b6372a09,2023-06-04,Live TV,Annual,South,79.99,Bank Transfer
06314f4b-e6aa-458c-ba35-7384b28132e8,9cbb391c-d275-4ee5-b5dc-31a76b35f428,2023-12-29,No Ads,Annual,West,79.99,PayPal
bb2eead9-e19b-49c3-aea5-c481fb84f0ed,859dcee3-185f-4d93-b53b-f6888fe5b18e,2023-12-24,Basic,Annual,Northeast,149.99,Bank Transfer
94c043d2-29a0-45cb-933b-1660266d733b,a990ad8d-1db8-493a-8c4a-1ada545ed305,2022-01-26,Basic,Annual,West,79.99,Credit Card
5788e6f1-5473-4877-8d92-f63cf33173fd,8f2fc335-4a18-442f-93ee-0f0bc24a69d5,2023-07-05,No Ads,Annual,Northeast,149.99,Bank Transfer
df741953-522c-4778-a306-922b27d8256a,9fa9278a-4396-48cb-a5e0-0f2b6bdbf0f4,2022-12-18,No Ads,Monthly,Midwest,14.99,Credit Card
cc01b460-bf12-4d01-aae6-001126813112,0d904f5b-776c-448f-a58d-77062157a94d,2022-02-12,Basic,Annual,Northeast,79.99,PayPal
9897f090-6ed2-48b6-a2af-29b96128cb7f,9557a205-d7ea-4c09-a3ef-cfd5f6467952,2022-11-27,Basic,Annual,Northeast,79.99,Bank Transfer
8de93aff-1afa-41f3-919a-ed412e06942d,e1eb7470-0409-4984-8580-bac6c6a82d80,2023-08-08,No Ads,Monthly,West,76.99,PayPal
